y,x
746,1689
109,1616
143,1186
995,9
833,1209
406,634
885,683
492,939
761,754
1075,1533
783,425
73,1902
654,913
515,431
88,339
215,825
62,1731
614,524
479,178
798,690
389,1742
96,1204
262,569
213,102
322,1712
418,435
114,1491
837,1320
174,1625
543,732
513,1069
564,525
152,1515
413,1587
359,945
568,585
1010,1549
690,213
520,386
207,1915
548,1361
839,118
31,1434
176,1178
454,718
1064,826
98,1566
670,1902
825,1400
429,714
889,253
893,1102
71,1842
277,1633
151,1130
304,744
246,1430
370,1206
369,1459
192,1501
159,1664
459,402
540,1613
403,1566
315,793
442,216
36,98
396,1699
545,307
1017,1919
665,872
457,1083
587,938
507,1412
388,1909
403,430
327,1787
604,535
891,1470
733,1891
409,1464
648,109
660,519
331,1277
517,752
296,1523
523,697
939,515
116,330
932,26
294,2
35,1494
162,1403
231,1741
1044,305
812,585
669,267
542,379
101,388
677,1490
630,1734
718,237
755,268
854,476
834,541
752,1427
276,1462
745,1500
948,937
640,296
221,1838
1037,1245
469,1081
203,628
531,1290
32,1015
370,206
421,413
354,1169
529,1467
1036,1874
128,505
39,1116
4,1032
475,985
309,1190
899,1849
699,1833
624,517
537,1267
57,1199
838,1632
1037,643
945,1711
280,1434
331,339
524,314
1070,1141
489,1370
498,1744
52,1860
158,661
756,243
1021,1870
259,1000
178,967
606,1537
22,666
629,1898
314,1531
628,59
486,858
804,1791
768,624
997,1476
920,1394
325,525
97,526
40,1319
150,1820
43,1210
556,40
692,1856
516,791
157,582
82,1370
900,1601
939,1265
1040,1058
458,1482
313,1235
50,1073
1017,621
732,296
979,1159
973,275
293,1903
19,724
979,1602
31,644
503,1535
405,1102
939,1711
328,159
683,1014
897,1259
842,1633
481,1114
731,895
864,1157
539,451
704,694
810,1652
392,1235
729,1773
625,516
781,1196
872,1664
536,1898
875,525
1076,846
280,1420
238,825
41,1340
426,928
803,1266
806,1448
279,1631
21,1880
944,528
999,1429
760,1172
1032,920
1002,73
134,1254
323,1359
723,1461
625,1831
795,1190
595,101
285,549
953,1019
932,331
694,870
853,172
282,364
128,1817
652,1706
569,881
492,944
252,741
546,1481
271,461
1078,1263
729,1002
975,1546
572,1305
926,348
1042,241
250,1295
714,1573
530,1159
431,109
624,1588
300,1405
529,1144
433,1549
982,1890
774,1110
223,1332
256,1391
759,1386
585,846
532,1162
1046,1829
807,1837
195,1310
431,1801
595,1101
1048,1361
1000,301
187,984
630,613
593,604
940,106
314,994
169,207
308,1291
768,1005
71,795
1012,334
822,1918
914,240
205,256
782,1276
84,116
972,1710
113,799
929,413
48,666
713,110
702,1887
813,1525
1076,945
147,1459
877,1639
991,459
719,977
992,743
922,1417
74,769
773,483
253,1585
464,1209
764,451
191,1353
737,1535
479,57
457,1748
444,336
5,1222
227,484
723,1492
941,653
613,1550
960,1379
156,1024
701,1320
1006,1086
428,360
705,853
233,355
909,733
27,656
523,1120
438,965
917,261
253,606
967,693
300,606
907,1353
952,935
241,310
949,1600
314,1769
730,1542
409,1670
1011,1448
305,1804
871,1105
1022,1033
612,766
906,1108
829,41
645,355
474,1606
1079,1138
52,128
939,744
427,404
969,790
652,254
738,280
43,964
1067,1208
836,118
848,445
652,1770
220,170
206,287
676,1252
757,443
171,1556
750,1701
453,1253
950,1834
468,1688
23,197
137,667
828,1554
33,1682
558,1566
173,808
681,1886
681,1497
801,725
521,1539
1006,1215
1072,931
1053,943
466,1251
210,117
790,1127
382,876
841,1682
715,1251
1004,862
186,1497
463,1700
181,1109
885,1481
730,1264
926,1628
793,1737
614,484
99,1100
436,1404
31,1595
1037,1415
1044,641
1008,1824
315,640
442,1268
279,69
731,793
169,1253
330,1063
284,1002
418,1292
306,760
626,212
848,736
218,1809
664,729
290,1309
263,1472
408,1717
534,130
1032,1354
550,1349
172,400
461,998
492,1204
923,1328
474,1639
152,1764
900,534
875,146
378,1266
512,250
294,1128
958,1678
597,875
813,185
426,556
496,1030
238,654
351,408
1052,895
809,459
823,1525
133,1802
149,1501
1022,741
637,1268
502,1899
1002,1755
299,1409
391,718
527,1405
323,1693
976,1086
216,594
483,1917
354,1731
982,1850
653,234
520,1769
127,1738
1020,1323
612,654
143,34
42,1824
1071,743
482,1133
457,1760
4,277
287,1586
756,125
905,563
1015,992
132,1561
374,564
244,1870
952,446
734,1838
577,1521
38,1216
390,1909
414,1784
688,418
682,231
613,813
683,762
710,735
68,1343
573,1684
406,258
916,1248
413,1204
28,1433
706,309
716,1263
375,1105
736,1662
330,1144
868,1304
652,1777
881,1260
108,1255
842,879
882,313
17,1092
457,554
319,440
829,931
710,138
507,752
1020,352
428,831
722,1576
780,1210
440,1
643,698
877,1895
209,1351
898,182
923,733
591,573
897,367
855,1541
452,1875
147,1550
353,51
822,1679
1055,41
487,1439
1026,1463
435,1676
672,1658
1052,827
717,1606
846,449
135,950
48,88
922,7
429,759
115,1467
1029,1309
1042,1146
621,1142
341,60
96,1858
447,1816
764,1658
649,1893
1015,1279
204,886
1020,1910
41,287
407,673
632,1643
422,1500
581,23
483,161
604,1817
370,1884
286,979
45,1806
74,535
937,1529
521,827
1001,587
217,617
169,854
1029,864
722,1190
234,1111
890,1737
400,753
920,75
735,1805
1012,598
24,1346
1057,1277
280,939
679,425
551,1192
564,1878
150,349
1037,159
607,1379
23,531
826,987
633,1501
829,1207
770,393
796,169
660,995
891,179
252,252
204,826
248,310
58,1837
841,1674
117,1706
931,1860
983,810
536,1651
492,1625
1051,66
800,1680
424,1104
270,1489
409,1256
241,575
903,787
677,196
766,955
424,1372
448,1887
627,1295
739,294
1079,1575
411,607
1057,1265
206,934
909,368
217,736
194,1541
871,1547
248,893
77,265
375,1871
911,1038
350,1278
2,401
1046,82
884,365
262,1579
790,1814
1078,1863
465,1107
903,1427
530,716
329,895
204,5
343,820
888,1402
925,1855
1042,49
117,1711
1040,1532
206,1156
340,1843
804,90
699,243
196,1818
711,481
948,1028
831,1911
193,982
693,479
288,1203
244,1274
873,1106
505,1832
752,1261
679,1824
926,1545
479,98
616,1449
577,1628
682,311
751,1909
413,1198
917,1900
928,330
65,289
998,1288
500,1163
723,855
620,686
796,1724
899,1847
70,1063
548,539
846,952
879,388
249,1305
245,1314
614,978
507,744
590,1888
441,795
564,1022
820,1706
685,1062
835,778
100,727
247,690
426,1709
415,715
208,282
981,1781
54,1766
694,259
144,1435
637,1426
689,1008
1024,918
253,1596
583,671
756,1673
929,800
807,126
898,1041
10,1707
33,1350
919,675
148,478
715,792
334,87
343,185
453,1877
852,1055
120,92
106,763
149,927
490,1334
685,1524
706,1368
580,1903
623,437
0,673
818,691
682,653
557,1399
380,1872
1025,848
192,763
927,1011
1035,8
701,1514
456,1784
694,431
601,1298
698,1382
879,712
2,1198
785,395
886,874
34,1638
384,766
793,1269
62,180
119,985
446,1103
511,519
687,754
418,1288
622,1143
726,1894
135,1873
718,1617
319,1852
170,129
928,128
938,1440
20,203
519,701
581,544
643,1170
586,1512
87,1417
658,1520
957,254
207,962
31,370
799,447
826,1843
1069,1445
1001,68
879,55
280,951
401,309
714,1145
59,573
843,108
721,1538
513,837
66,400
592,825
177,1525
11,359
527,85
226,1196
954,1428
470,1016
953,648
826,1640
93,524
142,1083
1030,463
143,924
670,181
894,672
938,1772
430,1290
84,1156
753,1672
1025,1016
670,462
666,247
507,299
706,1235
195,866
134,1491
981,1031
680,1659
587,836
136,1807
687,1150
627,1836
899,1662
499,916
368,394
132,518
759,889
58,1768
434,1030
124,1549
378,1764
924,366
678,857
669,571
643,852
217,1468
812,274
216,362
584,447
579,1280
693,1424
740,864
497,1794
52,1535
84,1018
365,908
404,1313
941,4
938,967
536,1423
924,1841
797,1469
956,1800
874,792
134,1591
287,1495
409,1881
32,1756
778,468
642,50
596,129
885,1284
682,1013
453,1543
871,543
1015,1660
672,145
676,1839
82,35
507,1103
1040,1743
712,736
996,1599
367,420
1,1464
990,941
948,1163
526,1213
905,846
485,1818
160,29
582,1129
905,1404
977,804
804,284
1026,451
685,934
900,1743
492,720
707,1098
444,1473
272,277
28,1432
65,752
1063,729
188,1481
484,1728
898,1464
919,1735
702,724
761,1037
848,798
70,1850
149,425
293,538
542,797
553,1796
641,744
133,1613
437,696
460,1392
315,1529
291,36
1051,1641
645,1470
171,1135
749,781
1046,1534
335,1019
106,963
57,1346
868,267
795,1736
1064,1381
636,1381
167,579
861,986
962,530
326,1485
822,1339
378,1375
123,50
31,1825
413,1833
1014,995
727,670
213,1229
973,722
626,10
853,663
588,1527
977,586
354,31
651,296
341,1201
252,1612
977,431
22,1656
551,503
1021,614
854,1447
58,168
576,211
305,596
469,267
635,975
463,1036
266,895
980,209
141,1858
1038,721
722,1027
165,758
725,1831
268,1218
769,1752
464,647
931,839
738,539
221,1404
905,632
836,1484
314,1744
473,975
627,1503
528,419
580,6
617,1652
814,1607
526,1505
91,1648
620,1236
185,773
1060,144
528,961
116,1213
856,929
293,680
87,793
481,1427
992,1460
3,45
817,338
634,1100
754,415
430,1777
120,1897
428,1026
133,213
725,1525
989,1149
268,482
306,1535
289,1373
647,366
536,1110
268,7
963,1582
170,601
359,498
313,1404
823,1451
195,1453
191,272
161,1154
57,681
920,1702
126,670
1032,1007
704,863
229,1855
677,517
952,1009
771,1541
690,484
172,1333
208,1131
926,369
995,1410
672,259
277,1887
7,649
372,1488
555,136
1074,1774
536,1665
1045,529
1051,81
453,509
454,43
667,619
173,1170
906,1288
912,216
635,1505
319,1216
240,1189
828,936
1023,627
473,1022
378,1112
389,1262
928,1629
735,1087
456,1031
7,438
711,961
776,1265
476,1516
606,912
798,1765
678,829
787,537
1021,144
23,13
364,1861
981,1136
605,1014
845,1396
1074,710
173,88
381,287
1004,1546
207,1609
619,311
108,906
65,808
156,350
160,928
162,139
457,529
1055,1335
144,720
335,1448
1015,1675
5,567
475,1172
654,875
330,1771
720,389
393,426
265,890
765,236
437,1192
1071,407
501,1029
602,372
988,61
333,1649
246,1307
946,1312
229,1127
571,405
511,681
564,340
438,200
352,1508
673,113
913,1016
582,1576
219,582
771,1462
436,626
847,1739
153,1027
199,501
1017,851
409,339
848,150
711,981
305,1435
59,1877
369,185
835,901
253,208
1030,774
282,972
882,859
1070,1095
531,819
808,8
692,151
25,13
97,1184
65,847
752,960
356,1802
134,1727
663,74
113,793
224,1742
772,284
995,284
73,228
732,158
43,565
905,1428
1049,295
1,672
927,1228
180,1086
1007,840
870,46
186,1034
863,986
89,1392
10,720
767,173
130,193
240,284
213,679
46,1815
825,1411
1040,1079
483,1210
449,1053
525,452
219,811
770,1740
409,1277
861,813
333,1103
812,1250
73,33
756,712
1039,297
423,869
444,1175
198,143
348,26
62,216
516,1429
117,1268
1059,1910
4,776
512,582
892,856
31,1547
60,1916
516,1744
489,1390
355,447
806,826
843,660
472,1413
184,1104
407,160
788,792
940,138
337,1413
364,1037
160,521
604,1193
488,69
557,916
413,559
1065,1378
197,546
150,1424
214,1447
84,1829
306,1627
539,1463
1060,880
964,252
712,111
41,668
928,1067
461,439
502,1097
636,814
850,1121
366,1483
774,1237
598,418
413,621
313,1253
801,26
807,1094
83,986
936,1663
447,1534
1047,1195
619,365
426,269
973,1205
718,226
691,207
398,724
278,777
107,1062
183,1010
251,272
142,72
286,1008
92,725
782,1408
1042,1895
291,231
490,1832
364,1256
54,617
856,1787
532,276
250,1805
930,860
1010,14
619,1572
338,1803
104,88
177,1694
423,1867
1,1221
699,1137
389,896
225,1352
894,1740
376,1239
732,354
642,1295
417,1797
591,1167
425,1169
83,1493
836,195
596,931
532,157
789,107
281,524
545,130
545,1346
454,1679
749,186
419,0
728,1034
1079,654
1051,1444
808,768
925,1073
430,1434
752,467
815,372
120,61
720,739
866,136
403,1399
822,1545
46,937
508,1149
324,1729
856,1383
1013,706
1060,1728
523,1237
147,180
216,328
436,56
636,1195
282,1248
677,857
421,468
716,1860
198,1718
1059,322
466,1445
681,670
1061,943
167,1649
931,269
151,845
851,681
151,95
61,571
488,610
662,1529
537,497
502,1051
1037,1418
51,1072
289,1650
993,768
104,302
887,237
555,1318
416,621
869,1465
167,609
679,1197
481,357
898,1134
785,1812
963,449
55,1225
529,1583
202,1834
491,1471
590,1719
351,249
451,1853
398,1586
742,1507
276,1521
628,1485
359,638
444,398
518,192
994,895
305,1701
225,493
376,473
906,362
1001,1717
599,1234
807,162
696,1162
567,562
342,65
819,856
869,1916
746,1615
558,634
287,367
281,824
624,1705
34,1616
213,1678
273,1755
584,1442
245,1372
69,1664
1016,1212
297,1049
683,1527
890,1740
939,1046
285,771
471,1088
985,1843
293,1025
552,320
626,1208
670,1830
981,497
879,1153
232,1863
254,1420
629,1668
885,326
594,1191
164,1052
608,244
300,1222
124,634
78,1224
858,1439
857,1043
350,703
626,93
162,214
294,1365
724,1252
668,1836
690,1366
150,398
995,1085
544,779
206,1162
931,143
532,529
789,146
207,1482
696,1424
249,1340
927,1374
309,1304
662,1730
78,822
494,1007
883,96
1047,743
42,1137
129,1302
85,1226
313,1443
276,551
460,1438
854,1916
1065,334
612,360
489,1847
734,195
542,1577
162,1897
816,340
526,650
955,1837
740,681
324,253
75,935
1037,336
805,43
613,1719
1037,1312
913,1745
10,1717
725,610
91,1441
768,1683
538,1112
712,1366
731,1049
488,801
965,1205
179,1779
29,1365
654,509
856,1369
763,94
144,621
417,932
792,1326
76,324
314,1075
723,1561
1030,53
885,364
190,1087
748,350
343,973
406,1091
176,1324
211,826
342,1285
1079,311
590,1062
1028,1805
1000,500
475,1733
311,1512
80,587
412,1264
470,826
79,704
975,1045
634,816
981,1171
115,711
246,147
162,16
154,1047
756,229
274,111
158,1301
557,17
26,1296
814,465
789,500
470,1491
573,53
916,902
15,923
1028,885
541,805
789,143
65,820
215,133
1026,192
637,502
291,373
139,620
989,351
991,1539
574,1301
657,1340
615,1754
464,349
5,814
587,508
792,984
128,1127
669,1823
271,135
24,1742
732,1416
725,1321
791,431
216,120
339,708
810,1543
990,1288
847,1661
101,1234
754,64
776,1772
395,807
446,1137
745,1417
404,1043
250,1152
18,738
704,345
317,179
772,541
1033,117
85,76
128,1904
552,42
170,115
476,1810
196,1509
229,566
556,1817
591,1532
737,506
470,955
668,1517
10,1914
65,624
669,1542
697,929
609,529
738,1486
646,276
900,1763
697,1845
345,1184
223,458
572,1450
315,787
705,371
890,385
218,1160
535,137
139,1540
358,1625
151,1495
12,1736
517,240
726,1019
629,1492
77,1441
131,273
197,1472
39,961
618,1211
478,1914
327,1531
189,1225
2,1597
320,989
749,1039
517,1504
2,416
559,1613
545,150
300,1721
192,1526
139,1527
599,608
89,980
942,760
136,1833
578,1042
1051,247
459,1568
411,761
436,184
73,460
204,1670
283,61
673,279
390,633
983,1847
40,922
297,1394
908,1415
151,852
79,334
675,1096
403,1536
497,1342
392,376
422,499
110,1358
663,772
0,66
56,1415
508,1318
346,1428
389,1411
1033,593
909,1787
907,1372
725,426
787,557
890,1732
717,910
270,1648
608,1869
911,1783
325,1642
818,165
283,1238
426,448
838,189
1070,190
729,1590
488,1032
206,1916
900,1012
1074,1072
637,1557
495,680
1032,583
602,203
1075,1218
220,71
1070,1779
30,1494
327,1648
1024,1107
611,1230
106,1897
542,1244
196,1650
187,1517
648,77
544,353
368,256
879,610
311,1330
428,1024
384,1535
974,1547
796,1241
718,1708
1043,749
256,1867
1022,1354
991,57
378,172
745,1420
870,494
486,744
399,1773
11,940
918,1632
64,1156
868,1697
309,1617
1000,12
621,1313
305,1661
825,1515
354,1903
220,1759
570,1546
1064,253
608,374
1071,1865
328,1350
429,525
47,90
12,728
392,1676
290,125
454,967
136,1055
268,986
625,200
33,1724
211,99
679,1694
776,1020
756,1531
36,1384
408,1216
598,1584
453,342
559,1812
519,1518
745,1124
972,1451
17,1293
340,783
983,515
402,141
445,1545
311,1881
790,492
585,1670
690,781
638,750
809,1797
517,677
247,1422
428,1348
434,1587
703,874
122,1733
694,1519
550,887
649,1258
759,625
471,1655
626,1275
178,163
526,1315
538,1603
295,1439
996,894
360,1404
1061,433
597,906
1002,52
42,202
134,463
186,1477
572,1129
354,977
169,850
143,164
397,104
326,519
469,1633
893,1669
1059,1394
648,1862
125,1503
486,298
310,1405
1079,1605
156,1114
1017,356
187,119
818,1202
841,388
144,731
97,58
920,20
729,1266
569,124
1040,1435
19,81
653,46
800,312
579,453
523,1001
144,624
956,483
553,1431
614,589
251,684
887,558
849,152
810,1427
960,1609
219,1461
649,1860
788,1677
802,1468
676,1406
210,1518
671,1840
690,389
443,160
960,1411
7,73
68,381
1038,821
211,1847
491,1547
396,900
374,432
13,1142
761,1127
503,776
93,1239
341,656
465,104
179,1622
950,1521
4,911
820,1672
1021,1481
793,559
789,33
597,285
1018,1059
840,1421
992,1348
52,1574
549,210
679,3
746,1693
424,1446
707,610
336,1613
36,1710
319,898
695,813
646,977
69,1364
210,1787
487,46
0,1626
73,1787
322,78
440,1609
560,57
616,652
311,88
737,1608
65,640
934,1589
329,1021
783,1360
337,1420
106,1233
272,1789
1053,657
730,947
405,733
604,1449
600,234
224,400
695,1393
106,1081
648,1115
685,1191
33,233
506,1800
258,432
136,1774
1038,1817
606,1524
854,132
654,276
204,1264
788,1755
1022,648
35,728
509,972
344,343
9,638
405,1550
175,72
666,1411
940,279
49,375
873,1640
716,756
251,1816
87,1894
215,1272
410,1858
394,690
226,1047
31,985
194,1314
163,1592
56,513
983,588
880,432
515,1874
802,177
151,1661
1028,574
216,27
977,1498
188,848
797,1155
380,307
167,1502
566,1105
493,1802
581,1149
589,160
424,892
1030,874
775,1024
114,17
57,968
524,1251
389,1283
848,1329
878,884
36,641
901,291
1009,1669
431,145
284,1165
358,1857
138,1735
175,398
1045,1384
988,931
178,448
346,497
992,1497
826,85
191,1067
1012,1456
985,348
839,761
370,323
237,1573
1033,1053
1062,1595
795,1431
1008,1618
708,845
72,1478
1026,816
369,456
122,1821
900,516
897,731
1018,1173
618,1803
281,1083
329,253
595,1888
1057,323
1060,306
719,967
410,1173
320,1807
728,1340
680,517
937,1713
11,261
804,1730
165,1156
414,624
824,690
292,837
410,1021
154,250
593,1004
566,747
711,1579
705,945
301,1126
4,951
364,1777
466,1733
775,453
350,350
715,1119
759,1394
10,1247
1043,808
606,125
389,1815
370,687
644,1506
648,358
755,1038
1035,1435
953,1342
62,1613
751,1842
650,1241
721,1370
105,1636
691,609
259,1029
261,437
495,419
1017,606
798,1580
391,1564
379,1820
632,1315
762,1678
443,138
983,1171
500,1881
912,1787
18,1371
1069,475
303,1236
640,1600
951,1795
319,1316
18,1587
474,1082
723,1633
648,163
971,1237
947,775
328,1570
456,1140
227,564
964,1722
150,1788
1061,637
550,1395
1010,1793
796,1806
593,1647
312,1515
594,320
477,879
870,1316
709,412
597,1424
380,1136
448,739
501,1011
897,714
503,899
264,531
1060,1066
131,1822
1014,1192
963,1073
723,1761
953,173
24,1210
720,878
159,815
605,1677
57,1099
444,1836
877,200
863,270
526,1285
914,1563
444,1174
859,382
997,1431
521,1599
465,1869
810,333
87,121
1008,51
574,1185
1004,1859
891,72
929,196
823,1147
250,1665
453,1734
323,1476
1058,650
297,413
778,1115
67,657
1077,488
37,1806
1039,208
594,1788
88,1703
239,408
59,209
64,872
69,1589
312,1428
964,32
384,1878
377,1619
975,716
461,770
542,1553
1,1747
608,186
968,66
379,539
889,1318
444,1559
234,1394
746,864
714,1051
239,1613
1035,223
541,1909
474,1903
671,1829
814,1579
298,642
720,1792
735,288
291,769
329,1605
498,1536
247,526
453,1523
194,1676
456,1118
607,1477
149,1342
610,12
402,1557
1006,1170
784,980
257,1622
950,440
894,1712
829,264
855,1162
271,1644
441,761
560,838
470,318
549,446
881,627
824,1259
365,1905
296,1765
647,1875
422,155
357,1557
558,1546
425,1495
653,1452
1032,1752
411,1440
109,1878
205,88
968,473
1031,582
525,40
556,1589
608,50
214,1074
538,1376
41,957
941,1487
35,1657
602,1790
816,465
776,1736
970,1291
352,414
836,1486
334,52
255,1689
557,265
590,1704
96,903
108,772
844,568
182,318
161,1898
997,350
722,1423
460,791
78,1261
76,1435
747,1223
1017,999
801,1227
421,1131
150,1226
227,961
76,355
143,1110
21,716
225,1074
945,1859
863,1594
413,990
943,1422
311,241
409,1083
909,1629
487,277
354,194
127,690
593,1041
687,73
832,856
660,1269
441,1638
423,1440
156,47
458,554
1059,1759
980,1749
92,551
577,1302
1052,845
856,1237
786,1064
625,256
227,779
333,126
224,1685
147,1746
783,1750
663,1031
823,1205
587,1138
791,1725
819,1456
273,1552
500,1265
857,305
635,296
639,667
865,714
445,530
484,335
98,1319
738,1544
620,48
418,1890
462,1480
290,1675
403,1270
188,139
106,1199
461,900
530,269
699,1488
1051,242
507,638
1003,1102
479,1429
69,1171
467,1071
796,1595
1007,1477
775,1167
576,332
584,415
143,714
42,201
1053,1145
902,505
1077,1649
145,1490
884,1875
336,389
541,741
340,1290
781,1220
37,1079
229,1113
905,290
962,1469
178,1411
181,728
694,818
205,1079
1077,1883
904,845
245,676
942,55
734,569
531,1416
21,118
979,954
724,659
572,960
181,917
370,49
478,44
199,1132
538,1111
715,1087
780,1206
506,1222
289,4
689,1638
1000,1799
712,114
84,1851
818,822
536,1636
682,731
798,225
962,1041
164,1447
405,1885
576,334
744,701
1013,1716
326,1668
124,1883
854,1914
549,1727
1025,1452
237,1670
951,637
972,1425
86,128
49,1660
260,1754
548,1698
61,1521
415,229
301,1205
145,1853
135,1563
411,368
277,1172
466,23
621,1161
379,1517
112,1542
872,1737
97,61
235,337
1057,1548
419,1844
501,1219
290,233
524,1603
599,1575
12,1468
122,205
234,1765
241,425
19,757
467,1596
722,780
639,1459
257,1488
872,95
285,79
1041,70
131,790
30,784
575,1905
1045,1245
186,745
274,812
916,1260
6,1484
208,1069
253,835
888,1573
245,1669
1067,1376
437,1449
273,1264
310,460
7,893
1050,1780
647,1446
304,1001
975,1195
607,1138
302,1377
825,1695
167,830
657,1817
72,1852
164,1310
798,523
822,612
674,1637
630,1228
253,1431
1016,884
96,265
862,1702
358,195
664,59
120,1704
902,1361
454,1092
41,1528
911,263
150,1694
984,266
386,1532
616,1240
270,814
350,1152
297,1135
906,1370
668,224
903,1414
716,642
202,1573
790,1191
105,67
356,216
588,34
12,1672
517,1498
205,1484
638,1067
817,97
330,1904
713,510
79,1730
658,1676
694,193
836,176
909,59
335,339
1021,1376
452,1396
905,1778
1000,633
380,473
617,1529
445,859
450,1095
491,752
386,21
208,633
22,1725
760,1184
784,1031
754,487
711,1728
405,402
403,1142
295,1242
188,1176
901,955
803,866
399,1221
246,1127
486,209
83,751
582,1761
897,1653
422,720
541,635
643,1637
89,1318
1040,1418
899,807
826,1603
314,1542
515,1723
321,296
471,1558
862,1282
208,10
952,1441
727,1022
939,3
571,1519
444,1342
824,1566
493,1084
1062,1466
839,1092
568,1082
183,1304
289,832
715,272
884,16
1031,1640
715,986
501,1488
444,395
659,886
62,1050
934,830
752,1606
693,466
65,1306
931,968
389,1
150,691
881,1887
279,1153
327,1477
81,1471
688,1569
44,127
829,572
406,956
790,1508
363,1579
701,924
29,1113
75,1627
80,946
168,1430
279,784
429,713
627,1707
836,1399
350,51
338,776
1057,1795
463,1458
233,1753
175,718
326,198
713,422
547,900
705,1901
23,358
172,539
883,527
419,1446
1029,351
50,1283
140,1593
510,910
993,60
850,1342
953,1470
339,989
1031,829
761,1089
597,1717
762,483
791,162
778,1444
402,81
122,438
935,1890
765,1056
883,791
287,1213
602,275
837,1587
901,1858
213,1205
872,933
497,1896
61,365
41,1910
902,1208
530,511
269,1869
502,1564
1011,813
105,252
408,1461
18,1306
869,176
712,1652
641,1566
889,1861
303,1352
479,1103
48,1300
749,1758
760,84
765,872
1068,1515
736,886
356,253
83,1786
161,1817
999,1793
187,1655
767,1275
242,1679
1035,1062
202,1662
858,1625
167,724
877,1856
213,1700
625,1790
1011,402
676,126
148,377
572,1297
766,1752
1040,1031
198,112
340,1824
957,889
80,1736
830,704
171,1494
794,242
1008,189
929,1209
259,664
380,1363
957,987
757,1389
810,1163
1071,1278
1055,487
255,65
1053,1175
399,1352
645,1698
68,1420
555,714
727,335
919,1234
601,561
619,1712
949,1093
436,1689
951,667
293,1380
825,1431
321,601
869,712
179,165
18,473
362,313
1011,975
582,1671
657,1916
875,727
157,446
275,395
606,761
321,1255
1004,534
584,1445
1061,1873
385,371
954,1420
899,875
664,878
179,568
951,16
763,308
790,1408
93,1322
851,402
904,670
384,1325
785,900
300,551
257,1100
165,1871
434,1125
1034,1893
176,1621
627,1817
505,293
1052,625
695,1242
461,475
639,482
629,988
37,1307
790,930
423,921
924,873
480,1545
59,211
792,1503
662,1353
572,1502
841,1312
979,188
245,1753
841,1594
677,443
105,665
119,29
161,202
625,1777
836,725
342,1806
16,911
1026,788
660,264
162,1825
765,376
744,1083
54,1128
992,25
642,1188
68,1236
240,313
809,1059
283,491
351,1509
1014,65
878,256
1040,1460
728,1736
283,1752
875,24
437,1696
415,1178
305,1877
204,903
345,1886
210,1774
935,436
525,1044
297,160
214,977
746,1827
53,1284
94,1165
726,923
703,877
807,758
178,1184
853,1145
498,573
919,1280
1039,1857
186,377
472,107
376,400
159,1888
585,1643
166,1144
154,763
974,1016
1050,504
748,1273
623,1558
348,1367
1003,1011
404,634
1043,967
731,1680
742,339
299,1722
893,552
262,148
322,1010
985,694
705,683
398,759
64,274
130,1463
358,451
780,1666
424,1420
724,1791
4,1847
476,448
2,1130
880,1357
548,573
808,1853
216,182
970,1886
987,401
662,137
177,1383
701,1494
194,1231
298,1307
594,650
13,294
138,1040
766,777
155,62
626,1844
802,973
345,1433
645,477
1079,1286
712,1689
387,1490
468,1631
64,908
864,1501
860,1795
970,222
664,85
129,1656
225,776
915,1140
1019,354
504,1897
1052,586
362,1832
563,1859
845,1255
180,1820
989,409
635,365
707,1636
605,1401
941,1830
1049,484
352,246
674,1362
413,255
551,1865
378,769
792,55
587,685
356,504
980,1524
713,1111
838,1189
337,909
675,1546
190,1031
597,1356
800,1103
33,1725
353,1239
912,781
1013,852
28,1060
678,1905
52,1382
656,864
163,473
10,886
1011,1818
148,416
724,560
357,1245
835,835
362,664
240,1354
433,1010
557,474
605,316
825,1583
932,314
236,537
657,1597
1052,1777
823,1615
362,1688
1070,1611
1066,1744
161,1011
225,1546
109,983
773,1885
734,110
221,985
805,1512
475,707
903,1842
1058,1737
411,1446
621,337
264,1348
207,1568
456,606
951,1227
381,1613
229,706
685,1897
125,58
558,1773
888,280
228,1770
957,1641
148,348
862,1458
1006,1648
321,140
566,818
735,201
252,1509
76,673
154,269
539,1333
667,265
208,1561
29,1777
980,1659
1000,881
320,1619
126,437
484,164
897,1298
429,1063
705,163
60,1227
1034,956
866,1078
175,283
778,758
194,103
327,1875
971,1546
219,560
270,869
444,716
622,1136
316,1333
54,1434
941,1253
527,1563
1020,8
707,147
450,1264
417,1258
828,149
141,1541
40,848
507,1342
917,88
441,377
1027,1403
126,1324
817,326
943,1519
59,1365
319,1342
446,1492
704,727
61,1273
955,539
775,507
572,512
727,117
362,1597
1052,10
104,340
74,1551
427,944
299,914
704,1218
427,1471
247,110
1025,1725
1029,1567
366,1317
954,528
278,80
129,1381
569,1793
247,919
512,856
672,411
113,16
557,633
320,1695
427,1218
724,1567
173,1843
613,1062
767,993
102,423
592,194
464,426
89,1615
966,186
323,463
812,666
860,1526
862,431
542,1799
167,1351
401,1147
853,744
228,1895
160,1309
527,1007
4,1542
226,1174
744,259
177,899
425,1261
460,1117
10,1139
94,1085
414,18
430,1908
842,1553
190,580
338,1572
207,1472
50,516
206,564
345,360
518,254
175,268
352,306
4,760
1053,1667
257,1412
447,1581
321,1484
38,421
595,1727
60,464
249,1616
1050,1551
1075,551
346,930
936,1438
767,1111
935,415
920,1241
33,935
326,1826
671,22
638,1848
140,238
559,1428
126,499
48,481
82,1298
821,811
384,143
